,Airline,Date of Journey,Source,Destination,Route,Dep Time,Arr Time,Duration,Total Stops,Additional Info,Price,Arrival_Time_Hour,Dep_Time_Dummy,Dep_Time_Hour,Arrival_Time_Dummy
5268,IndiGo,2019-06-15,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 16 Jun,14:5,1,No info,5883,01:30:00,1900-01-01 11:25:00,11:25:00,1900-01-01 01:30:00
5269,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9:00,1,No info,12717,19:00:00,1900-01-01 10:00:00,10:00:00,1900-01-01 19:00:00
5270,IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,07:55,10:15,2:20,0,No info,3850,10:15:00,1900-01-01 07:55:00,07:55:00,1900-01-01 10:15:00
5271,IndiGo,2019-05-27,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,No info,3597,21:55:00,1900-01-01 19:35:00,19:35:00,1900-01-01 21:55:00
5272,SpiceJet,2019-05-09,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No check-in baggage included,2175,14:45:00,1900-01-01 13:15:00,13:15:00,1900-01-01 14:45:00
5273,Air Asia,2019-04-12,Banglore,Delhi,BLR → DEL,23:55,02:45 13 Apr,2:50,0,No info,7080,02:45:00,1900-01-01 23:55:00,23:55:00,1900-01-01 02:45:00
5274,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 Apr,11:5,1,In-flight meal not included,8849,08:15:00,1900-01-01 21:10:00,21:10:00,1900-01-01 08:15:00
5275,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11:25,1,In-flight meal not included,9899,19:50:00,1900-01-01 08:25:00,08:25:00,1900-01-01 19:50:00
5276,Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No info,4878,09:40:00,1900-01-01 07:00:00,07:00:00,1900-01-01 09:40:00
5277,Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11:45,1,No info,7787,19:15:00,1900-01-01 07:30:00,07:30:00,1900-01-01 19:15:00
5278,SpiceJet,2019-05-03,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,3597,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
5279,GoAir,2019-04-01,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9:00,1,No info,5281,19:35:00,1900-01-01 10:35:00,10:35:00,1900-01-01 19:35:00
5280,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 16 May,22:30,1,No info,9345,18:50:00,1900-01-01 20:20:00,20:20:00,1900-01-01 18:50:00
5281,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10:35,1,No info,6442,22:30:00,1900-01-01 11:55:00,11:55:00,1900-01-01 22:30:00
5282,IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11:45,1,No info,6838,21:00:00,1900-01-01 09:15:00,09:15:00,1900-01-01 21:00:00
5283,SpiceJet,2019-06-03,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,3597,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
5284,SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1:20,0,No info,3173,07:05:00,1900-01-01 05:45:00,05:45:00,1900-01-01 07:05:00
5285,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 04 Jun,7:15,1,No info,13377,01:30:00,1900-01-01 18:15:00,18:15:00,1900-01-01 01:30:00
5286,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 10 May,21:35,1,In-flight meal not included,9314,18:00:00,1900-01-01 20:25:00,20:25:00,1900-01-01 18:00:00
5287,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → HYD → COK,13:15,22:20,9:5,1,No info,9856,22:20:00,1900-01-01 13:15:00,13:15:00,1900-01-01 22:20:00
5288,Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11:15,1,No info,8372,19:15:00,1900-01-01 08:00:00,08:00:00,1900-01-01 19:15:00
5289,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 02 Apr,23:20,1,In-flight meal not included,7064,18:15:00,1900-01-01 18:55:00,18:55:00,1900-01-01 18:15:00
5290,IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,22:15,00:50 02 May,2:35,0,No info,4804,00:50:00,1900-01-01 22:15:00,22:15:00,1900-01-01 00:50:00
5291,Jet Airways,2019-05-27,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,In-flight meal not included,13029,19:00:00,1900-01-01 05:30:00,05:30:00,1900-01-01 19:00:00
5292,IndiGo,2019-05-24,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8:10,1,No info,7640,22:30:00,1900-01-01 14:20:00,14:20:00,1900-01-01 22:30:00
5293,Jet Airways,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7:15,1,No info,22270,15:15:00,1900-01-01 08:00:00,08:00:00,1900-01-01 15:15:00
5294,Air India,2019-04-01,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No info,4441,23:55:00,1900-01-01 21:05:00,21:05:00,1900-01-01 23:55:00
5295,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 28 May,19:25,1,In-flight meal not included,12898,04:25:00,1900-01-01 09:00:00,09:00:00,1900-01-01 04:25:00
5296,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 02 Apr,21:25,1,In-flight meal not included,7064,16:20:00,1900-01-01 18:55:00,18:55:00,1900-01-01 16:20:00
5297,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,In-flight meal not included,10844,20:45:00,1900-01-01 08:25:00,08:25:00,1900-01-01 20:45:00
5298,SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No info,4174,11:25:00,1900-01-01 09:00:00,09:00:00,1900-01-01 11:25:00
5299,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 13 Jun,28:15,1,In-flight meal not included,8529,20:45:00,1900-01-01 16:30:00,16:30:00,1900-01-01 20:45:00
5300,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,22:10,01:00 22 May,2:50,0,No info,3625,01:00:00,1900-01-01 22:10:00,22:10:00,1900-01-01 01:00:00
5301,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,00:30,03:25,2:55,0,No info,3419,03:25:00,1900-01-01 00:30:00,00:30:00,1900-01-01 03:25:00
5302,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,05:15,07:40,2:25,0,No info,3850,07:40:00,1900-01-01 05:15:00,05:15:00,1900-01-01 07:40:00
5303,Air India,2019-05-24,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 25 May,20:55,2,No info,12802,13:45:00,1900-01-01 16:50:00,16:50:00,1900-01-01 13:45:00
5304,SpiceJet,2019-03-06,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6:00,1,No info,9748,21:55:00,1900-01-01 15:55:00,15:55:00,1900-01-01 21:55:00
5305,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 04 Jun,8:20,1,No info,6104,01:30:00,1900-01-01 17:10:00,17:10:00,1900-01-01 01:30:00
5306,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Jun,3:00,0,No info,3943,00:15:00,1900-01-01 21:15:00,21:15:00,1900-01-01 00:15:00
5307,IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9:20,1,No info,7514,16:10:00,1900-01-01 06:50:00,06:50:00,1900-01-01 16:10:00
5308,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → DEL,19:55,22:35,2:40,0,No info,18308,22:35:00,1900-01-01 19:55:00,19:55:00,1900-01-01 22:35:00
5309,Air India,2019-03-06,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,21:10,16:55,4:15,2,No info,17327,16:55:00,1900-01-01 21:10:00,21:10:00,1900-01-01 16:55:00
5310,Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,07:40 28 Mar,18:35,2,No info,8892,07:40:00,1900-01-01 13:05:00,13:05:00,1900-01-01 07:40:00
5311,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8:40,1,No info,9794,19:00:00,1900-01-01 10:20:00,10:20:00,1900-01-01 19:00:00
5312,IndiGo,2019-04-01,Banglore,Delhi,BLR → DEL,00:30,03:25,2:55,0,No info,4423,03:25:00,1900-01-01 00:30:00,00:30:00,1900-01-01 03:25:00
5313,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 25 May,24:45,1,In-flight meal not included,10844,20:45:00,1900-01-01 20:00:00,20:00:00,1900-01-01 20:45:00
5314,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 10 May,24:45,1,No info,15554,19:00:00,1900-01-01 18:15:00,18:15:00,1900-01-01 19:00:00
5315,Vistara,2019-05-01,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No info,11982,20:05:00,1900-01-01 17:45:00,17:45:00,1900-01-01 20:05:00
5316,IndiGo,2019-06-03,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1:30,0,No info,4049,07:55:00,1900-01-01 06:25:00,06:25:00,1900-01-01 07:55:00
5317,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,14:20,16:55,2:35,0,No info,5618,16:55:00,1900-01-01 14:20:00,14:20:00,1900-01-01 16:55:00
5318,Air India,2019-06-27,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 28 Jun,23:00,2,No info,13591,19:15:00,1900-01-01 20:15:00,20:15:00,1900-01-01 19:15:00
5319,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 28 May,15:30,1,No info,9508,01:30:00,1900-01-01 10:00:00,10:00:00,1900-01-01 01:30:00
5320,SpiceJet,2019-06-18,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,12:00:00,1900-01-01 09:45:00,09:45:00,1900-01-01 12:00:00
5321,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,No info,7229,22:00:00,1900-01-01 18:55:00,18:55:00,1900-01-01 22:00:00
5322,Vistara,2019-06-18,Banglore,Delhi,BLR → DEL,11:30,14:20,2:50,0,No info,4668,14:20:00,1900-01-01 11:30:00,11:30:00,1900-01-01 14:20:00
5323,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 22 May,20:00,1,No info,14388,10:05:00,1900-01-01 14:05:00,14:05:00,1900-01-01 10:05:00
5324,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 16 May,17:5,1,In-flight meal not included,10844,12:00:00,1900-01-01 18:55:00,18:55:00,1900-01-01 12:00:00
5325,Air India,2019-06-09,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 Jun,12:45,1,No info,7690,09:25:00,1900-01-01 20:40:00,20:40:00,1900-01-01 09:25:00
5326,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 22 May,24:10,1,No info,13067,09:45:00,1900-01-01 09:35:00,09:35:00,1900-01-01 09:45:00
5327,SpiceJet,2019-04-03,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1:30,0,No check-in baggage included,1965,07:15:00,1900-01-01 05:45:00,05:45:00,1900-01-01 07:15:00
5328,Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 10 Mar,26:50,1,No info,16289,18:50:00,1900-01-01 16:00:00,16:00:00,1900-01-01 18:50:00
5329,Air India,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 13 May,12:25,1,No info,10203,08:55:00,1900-01-01 20:30:00,20:30:00,1900-01-01 08:55:00
5330,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,No info,15149,23:35:00,1900-01-01 14:05:00,14:05:00,1900-01-01 23:35:00
5331,Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6:25,1,No info,9345,23:25:00,1900-01-01 17:00:00,17:00:00,1900-01-01 23:25:00
5332,SpiceJet,2019-05-18,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1:30,0,No info,2017,07:15:00,1900-01-01 05:45:00,05:45:00,1900-01-01 07:15:00
5333,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16:15,1,No info,9345,23:25:00,1900-01-01 07:10:00,07:10:00,1900-01-01 23:25:00
5334,Air India,2019-05-06,Kolkata,Banglore,CCU → MAA → BLR,14:35,15:20 07 May,24:45,1,No info,6528,15:20:00,1900-01-01 14:35:00,14:35:00,1900-01-01 15:20:00
5335,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6:20,1,No info,15603,13:20:00,1900-01-01 07:00:00,07:00:00,1900-01-01 13:20:00
5337,SpiceJet,2019-06-27,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5:15,1,No info,5583,11:20:00,1900-01-01 06:05:00,06:05:00,1900-01-01 11:20:00
5338,Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 10 Jun,27:00,1,In-flight meal not included,10577,19:00:00,1900-01-01 16:00:00,16:00:00,1900-01-01 19:00:00
5339,Air India,2019-05-15,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 16 May,19:40,2,No info,10651,07:40:00,1900-01-01 12:00:00,12:00:00,1900-01-01 07:40:00
5340,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14:35,1,In-flight meal not included,7594,04:40:00,1900-01-01 14:05:00,14:05:00,1900-01-01 04:40:00
5341,Air Asia,2019-05-01,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3:40,1,No info,6857,10:30:00,1900-01-01 06:50:00,06:50:00,1900-01-01 10:30:00
5342,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,13:00,15:50,2:50,0,No info,4423,15:50:00,1900-01-01 13:00:00,13:00:00,1900-01-01 15:50:00
5343,Jet Airways,2019-06-12,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7:5,2,In-flight meal not included,13344,12:35:00,1900-01-01 05:30:00,05:30:00,1900-01-01 12:35:00
5344,SpiceJet,2019-04-27,Banglore,Delhi,BLR → DEL,21:10,00:05 28 Apr,2:55,0,No info,3971,00:05:00,1900-01-01 21:10:00,21:10:00,1900-01-01 00:05:00
5345,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10:00,1,No info,18371,19:00:00,1900-01-01 09:00:00,09:00:00,1900-01-01 19:00:00
5346,Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 29 Mar,33:15,2,In-flight meal not included,6643,04:25:00,1900-01-01 19:10:00,19:10:00,1900-01-01 04:25:00
5347,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7:45,1,No info,15077,19:15:00,1900-01-01 11:30:00,11:30:00,1900-01-01 19:15:00
5348,Air India,2019-05-01,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No info,6121,12:45:00,1900-01-01 10:00:00,10:00:00,1900-01-01 12:45:00
5349,SpiceJet,2019-03-03,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1:20,0,No info,5755,14:30:00,1900-01-01 13:10:00,13:10:00,1900-01-01 14:30:00
5350,Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 Apr,12:45,1,No info,4487,09:25:00,1900-01-01 20:40:00,20:40:00,1900-01-01 09:25:00
5351,SpiceJet,2019-05-21,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4:30,1,No check-in baggage included,5158,13:15:00,1900-01-01 08:45:00,08:45:00,1900-01-01 13:15:00
5352,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 02 May,8:40,1,In-flight meal not included,8586,04:40:00,1900-01-01 20:00:00,20:00:00,1900-01-01 04:40:00
5353,Air India,2019-06-01,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1:20,0,No info,3100,07:40:00,1900-01-01 06:20:00,06:20:00,1900-01-01 07:40:00
5354,Jet Airways,2019-05-09,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,In-flight meal not included,3210,04:20:00,1900-01-01 02:55:00,02:55:00,1900-01-01 04:20:00
5355,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 10 May,17:20,1,In-flight meal not included,12373,12:35:00,1900-01-01 19:15:00,19:15:00,1900-01-01 12:35:00
5356,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,06:40,18:50,12:10,1,No info,15135,18:50:00,1900-01-01 06:40:00,06:40:00,1900-01-01 18:50:00
5357,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13:30,2,No info,13292,19:00:00,1900-01-01 05:30:00,05:30:00,1900-01-01 19:00:00
5358,SpiceJet,2019-06-06,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No info,2017,14:45:00,1900-01-01 13:15:00,13:15:00,1900-01-01 14:45:00
5360,Vistara,2019-03-06,Mumbai,Hyderabad,BOM → DEL → HYD,21:55,22:55 07 Mar,25:00,1,No info,12395,22:55:00,1900-01-01 21:55:00,21:55:00,1900-01-01 22:55:00
5361,SpiceJet,2019-06-21,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3543,12:00:00,1900-01-01 09:45:00,09:45:00,1900-01-01 12:00:00
5362,Jet Airways,2019-05-06,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,In-flight meal not included,2228,21:05:00,1900-01-01 19:35:00,19:35:00,1900-01-01 21:05:00
5364,Air Asia,2019-06-03,Delhi,Cochin,DEL → BLR → COK,16:45,06:35 04 Jun,13:50,1,No info,11410,06:35:00,1900-01-01 16:45:00,16:45:00,1900-01-01 06:35:00
5366,GoAir,2019-06-24,Kolkata,Banglore,CCU → BLR,15:20,17:55,2:35,0,No info,3514,17:55:00,1900-01-01 15:20:00,15:20:00,1900-01-01 17:55:00
5367,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11:30,1,In-flight meal not included,13469,21:05:00,1900-01-01 09:35:00,09:35:00,1900-01-01 21:05:00
5368,IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,21:15,00:15 10 Apr,3:00,0,No info,3943,00:15:00,1900-01-01 21:15:00,21:15:00,1900-01-01 00:15:00
5369,Vistara,2019-03-03,Banglore,New Delhi,BLR → DEL,21:10,00:05 04 Mar,2:55,0,No info,7608,00:05:00,1900-01-01 21:10:00,21:10:00,1900-01-01 00:05:00
5370,Air India,2019-05-27,Banglore,Delhi,BLR → DEL,10:00,12:45,2:45,0,No info,6961,12:45:00,1900-01-01 10:00:00,10:00:00,1900-01-01 12:45:00
5371,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,09:15,19:00,9:45,1,No info,12042,19:00:00,1900-01-01 09:15:00,09:15:00,1900-01-01 19:00:00
5372,Jet Airways Business,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6:40,1,Business class,62427,12:25:00,1900-01-01 05:45:00,05:45:00,1900-01-01 12:25:00
5373,Air India,2019-03-09,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10:55,2,No info,9586,21:25:00,1900-01-01 10:30:00,10:30:00,1900-01-01 21:25:00
5374,SpiceJet,2019-06-01,Chennai,Kolkata,MAA → CCU,08:20,10:35,2:15,0,No check-in baggage included,3543,10:35:00,1900-01-01 08:20:00,08:20:00,1900-01-01 10:35:00
5375,Jet Airways,2019-06-09,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,12:35 10 Jun,27:10,2,No info,13882,12:35:00,1900-01-01 09:25:00,09:25:00,1900-01-01 12:35:00
5376,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7:15,1,No info,8781,17:35:00,1900-01-01 10:20:00,10:20:00,1900-01-01 17:35:00
5377,Air Asia,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8:20,2,No info,5192,23:30:00,1900-01-01 15:10:00,15:10:00,1900-01-01 23:30:00
5378,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15:40,1,No info,6442,22:20:00,1900-01-01 06:40:00,06:40:00,1900-01-01 22:20:00
5379,Jet Airways,2019-05-06,Delhi,Cochin,DEL → BOM → COK,22:50,12:35 07 May,13:45,1,No info,15554,12:35:00,1900-01-01 22:50:00,22:50:00,1900-01-01 12:35:00
5380,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 22 May,21:25,1,In-flight meal not included,10844,16:20:00,1900-01-01 18:55:00,18:55:00,1900-01-01 16:20:00
5381,IndiGo,2019-04-03,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1:30,0,No info,2754,13:30:00,1900-01-01 12:00:00,12:00:00,1900-01-01 13:30:00
5382,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7:00,1,No info,14067,21:00:00,1900-01-01 14:00:00,14:00:00,1900-01-01 21:00:00
5383,GoAir,2019-04-27,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6:10,1,No info,5140,13:35:00,1900-01-01 07:25:00,07:25:00,1900-01-01 13:35:00
5384,IndiGo,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 10 May,14:55,1,No info,8330,01:30:00,1900-01-01 10:35:00,10:35:00,1900-01-01 01:30:00
5385,Jet Airways,2019-03-03,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,No info,5678,21:05:00,1900-01-01 19:35:00,19:35:00,1900-01-01 21:05:00
5386,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,22:55,18:25 13 Mar,19:30,1,In-flight meal not included,11087,18:25:00,1900-01-01 22:55:00,22:55:00,1900-01-01 18:25:00
5387,GoAir,2019-03-01,Banglore,New Delhi,BLR → DEL,20:55,23:50,2:55,0,No info,18558,23:50:00,1900-01-01 20:55:00,20:55:00,1900-01-01 23:50:00
5388,IndiGo,2019-03-01,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1:30,0,No info,16000,04:00:00,1900-01-01 02:30:00,02:30:00,1900-01-01 04:00:00
5389,SpiceJet,2019-05-06,Banglore,Delhi,BLR → DEL,21:10,00:05 07 May,2:55,0,No check-in baggage included,3573,00:05:00,1900-01-01 21:10:00,21:10:00,1900-01-01 00:05:00
5390,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 16 May,12:40,1,No info,7670,01:30:00,1900-01-01 12:50:00,12:50:00,1900-01-01 01:30:00
5392,Vistara,2019-05-15,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No info,4878,19:35:00,1900-01-01 17:00:00,17:00:00,1900-01-01 19:35:00
5393,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 28 Jun,21:35,2,In-flight meal not included,11507,19:00:00,1900-01-01 21:25:00,21:25:00,1900-01-01 19:00:00
5394,Air Asia,2019-06-06,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5:30,1,No info,8759,13:25:00,1900-01-01 07:55:00,07:55:00,1900-01-01 13:25:00
5395,Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 13 Jun,25:30,1,In-flight meal not included,10262,19:00:00,1900-01-01 17:30:00,17:30:00,1900-01-01 19:00:00
5396,Air India,2019-05-21,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 22 May,26:20,2,No info,10975,09:25:00,1900-01-01 07:05:00,07:05:00,1900-01-01 09:25:00
5397,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 07 Jun,9:10,1,In-flight meal not included,10262,04:25:00,1900-01-01 19:15:00,19:15:00,1900-01-01 04:25:00
5398,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8:10,1,In-flight meal not included,6007,21:00:00,1900-01-01 12:50:00,12:50:00,1900-01-01 21:00:00
5399,IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,11:35,14:00,2:25,0,No info,3858,14:00:00,1900-01-01 11:35:00,11:35:00,1900-01-01 14:00:00
5400,IndiGo,2019-06-27,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8:10,1,No info,6412,22:30:00,1900-01-01 14:20:00,14:20:00,1900-01-01 22:30:00
5401,Air India,2019-04-21,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No info,6245,16:45:00,1900-01-01 14:15:00,14:15:00,1900-01-01 16:45:00
5402,Air India,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 10 Jun,23:30,2,No info,9968,19:15:00,1900-01-01 19:45:00,19:45:00,1900-01-01 19:15:00
5403,Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15,12:55,10:40,1,In-flight meal not included,18260,12:55:00,1900-01-01 02:15:00,02:15:00,1900-01-01 12:55:00
5404,IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,18:25,21:20,2:55,0,No info,8855,21:20:00,1900-01-01 18:25:00,18:25:00,1900-01-01 21:20:00
5405,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9:50,1,In-flight meal not included,10844,18:15:00,1900-01-01 08:25:00,08:25:00,1900-01-01 18:15:00
5406,SpiceJet,2019-05-27,Chennai,Kolkata,MAA → CCU,08:20,10:35,2:15,0,No info,3597,10:35:00,1900-01-01 08:20:00,08:20:00,1900-01-01 10:35:00
5407,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05 07 May,28:5,1,No info,13067,21:05:00,1900-01-01 17:00:00,17:00:00,1900-01-01 21:05:00
5408,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:45 13 Mar,17:50,1,No info,13817,10:45:00,1900-01-01 16:55:00,16:55:00,1900-01-01 10:45:00
5409,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,06:45,23:15,16:30,1,No info,11602,23:15:00,1900-01-01 06:45:00,06:45:00,1900-01-01 23:15:00
5410,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 10 May,25:45,1,No info,13941,18:15:00,1900-01-01 16:30:00,16:30:00,1900-01-01 18:15:00
5411,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 16 May,22:45,1,No info,14151,19:10:00,1900-01-01 20:25:00,20:25:00,1900-01-01 19:10:00
5412,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,04:00,06:50,2:50,0,No info,3943,06:50:00,1900-01-01 04:00:00,04:00:00,1900-01-01 06:50:00
